SessionID,CustomerID,VisitDate,Device,TrafficSource,SessionDuration_Min,PagesViewed,Purchased
8554,4581,2025-03-19,Mobile,Referral,2.92,7,No
8555,1537,2023-09-27,Desktop,Google Ads,15.06,13,Yes
8556,2666,2025-01-16,Tablet,Google Ads,23.93,12,No
8557,4425,2024-05-08,Tablet,Google Ads,6.52,1,No
8558,1816,2025-12-31,Tablet,Organic,15.71,6,No
8559,560,2026-08-10,Mobile,Organic,10.6,4,No
8560,1216,2023-09-04,Desktop,Email,28.76,3,No
8561,2500,2026-06-16,Desktop,Email,26.25,11,No
8562,4834,2026-05-07,Tablet,Referral,17.38,11,No
8563,3408,2024-04-23,Desktop,Instagram,22.01,1,No
8564,1352,2024-06-26,Desktop,Direct,42.9,5,No
8565,1672,2026-07-14,Desktop,Facebook,8.23,5,No
8566,213,2024-08-11,Desktop,Facebook,16.07,3,No
8567,669,2026-11-19,Mobile,Facebook,26.96,1,Yes
8568,3944,2025-08-29,Desktop,Organic,17.5,9,No
8569,3291,2026-08-13,Tablet,Referral,6.18,10,Yes
8570,4294,2026-12-17,Tablet,Email,4.39,9,No
8571,1189,2025-10-27,Tablet,Organic,43.06,15,No
8572,1488,2024-08-16,Tablet,Email,24.04,7,No
8573,4922,2026-06-15,Mobile,Referral,7.54,8,No
8574,2541,2023-01-03,Mobile,Organic,40.15,15,No
8575,4522,2026-09-09,Tablet,Email,3.56,5,No
8576,2059,2025-03-18,Mobile,Referral,11.48,4,No
8577,1849,2025-11-24,Mobile,Organic,28.61,8,No
8578,1407,2026-01-01,Desktop,Organic,2.35,12,No
8579,1699,2023-06-01,Desktop,Organic,4.06,10,No
8580,2462,2024-12-03,Mobile,Google Ads,9.68,3,No
8581,1939,2026-08-23,Mobile,Referral,3.94,5,Yes
8582,230,2023-08-30,Tablet,Direct,11.96,5,No
8583,4908,2024-11-21,Mobile,Organic,42.44,14,No
8584,1016,2023-10-21,Tablet,Google Ads,30.05,4,No
8585,2534,2025-03-14,Mobile,Instagram,24.56,10,Yes
8586,79,2026-12-15,Tablet,Facebook,26.73,11,No
8587,1388,2025-05-16,Desktop,Email,9.67,3,No
8588,2331,2024-07-30,Mobile,Email,2.22,9,No
8589,4433,2023-02-14,Desktop,Instagram,7.6,1,Yes
8590,4000,2023-08-11,Tablet,Organic,2.6,1,Yes
8591,3759,2023-08-24,Tablet,Referral,10.5,15,Yes
8592,251,2025-12-19,Tablet,Direct,41.12,1,No
8593,1399,2024-02-26,Desktop,Email,36.07,1,No
8594,1113,2026-01-14,Mobile,Google Ads,14.05,4,No
8595,1500,2025-09-27,Desktop,Direct,22.13,11,No
8596,1679,2023-02-14,Desktop,Facebook,38.47,5,No
8597,2432,2024-04-04,Tablet,Referral,27.27,6,No
8598,2166,2025-12-15,Desktop,Direct,4.26,12,No
8599,3560,2026-04-30,Mobile,Direct,31.11,14,No
8600,4029,2025-04-19,Tablet,Google Ads,44.66,3,No
8601,3939,2025-09-19,Mobile,Instagram,24.85,4,No
8602,3781,2026-03-20,Mobile,Google Ads,25.42,5,No
8603,1249,2026-03-04,Tablet,Google Ads,18.33,12,No
8604,404,2023-03-29,Desktop,Instagram,23.03,7,Yes
8605,51,2025-11-15,Desktop,Google Ads,30.74,11,No
8606,4605,2024-05-13,Mobile,Google Ads,10.2,5,No
8607,3300,2023-05-21,Tablet,Direct,24.77,5,No
8608,4081,2026-11-11,Mobile,Instagram,40.41,13,No
8609,2436,2026-06-29,Desktop,Direct,7.82,5,No
8610,2136,2023-06-07,Desktop,Google Ads,44.31,3,Yes
8611,2744,2023-01-23,Tablet,Referral,40.78,11,No
8612,1714,2026-12-21,Tablet,Referral,18.34,2,Yes
8613,2202,2024-11-19,Tablet,Instagram,30.14,10,No
8614,4584,2023-01-14,Tablet,Instagram,35.45,1,No
8615,1318,2024-06-21,Tablet,Referral,44.29,1,No
8616,3466,2026-02-06,Desktop,Organic,24.15,12,Yes
8617,4913,2025-10-02,Tablet,Organic,22.92,11,No
8618,1015,2023-03-25,Tablet,Referral,18.21,6,No
8619,3554,2023-05-16,Mobile,Facebook,25.34,2,No
8620,424,2024-10-09,Tablet,Facebook,22.52,5,No
8621,3146,2023-08-15,Desktop,Instagram,33.95,5,No
8622,2070,2025-01-11,Tablet,Google Ads,30.34,15,Yes
8623,2731,2025-12-15,Tablet,Referral,9.67,7,No
8624,833,2024-02-24,Desktop,Direct,25.44,2,Yes
8625,1900,2026-01-27,Desktop,Organic,35.61,6,No
8626,4589,2023-05-12,Tablet,Organic,1.93,8,No
8627,2077,2023-06-27,Tablet,Google Ads,28.61,8,No
8628,1955,2024-06-18,Mobile,Email,36.99,11,Yes
8629,1943,2025-09-15,Desktop,Organic,30.53,12,No
8630,761,2023-06-09,Tablet,Google Ads,0.65,13,No
8631,3382,2025-03-01,Desktop,Direct,9.67,14,No
8632,1448,2023-04-24,Desktop,Facebook,28.34,2,No
8633,4456,2024-02-05,Tablet,Facebook,37.37,1,No
8634,1342,2026-11-21,Tablet,Facebook,23.75,3,No
8635,3225,2025-07-19,Mobile,Instagram,42.82,5,No
8636,3014,2024-12-12,Desktop,Organic,29.32,1,No
8637,467,2026-08-13,Desktop,Google Ads,21.21,8,No
8638,1994,2023-12-03,Tablet,Referral,16.42,12,No
8639,1930,2023-04-01,Desktop,Organic,12.91,4,No
8640,2853,2023-02-09,Mobile,Referral,27.76,4,No
8641,2407,2023-01-22,Mobile,Facebook,5.21,15,No
8642,2464,2024-05-31,Desktop,Facebook,31.33,5,No
8643,832,2024-12-13,Tablet,Direct,25.69,14,No
8644,3263,2026-06-29,Tablet,Referral,3.93,4,Yes
8645,4931,2026-03-10,Mobile,Organic,1.85,11,No
8646,2100,2023-03-08,Desktop,Facebook,24.0,10,No
8647,4239,2024-07-09,Desktop,Email,29.61,5,No
8648,2884,2026-06-26,Mobile,Referral,0.63,8,No
8649,1410,2025-01-27,Desktop,Google Ads,38.29,11,No
8650,3119,2025-02-27,Mobile,Organic,10.4,13,No
8651,828,2026-05-14,Desktop,Organic,14.48,1,No
8652,993,2025-08-16,Tablet,Direct,28.65,8,No
8653,4598,2025-07-29,Desktop,Direct,1.63,7,No
8654,848,2026-08-21,Desktop,Facebook,10.63,3,No
8655,577,2023-05-23,Desktop,Email,6.27,8,Yes
8656,1268,2026-06-12,Mobile,Referral,21.73,10,No
8657,3255,2023-03-04,Mobile,Direct,8.86,5,No
8658,1389,2024-12-08,Tablet,Instagram,24.56,6,Yes
8659,1214,2025-04-08,Mobile,Organic,3.83,5,No
8660,4744,2023-09-02,Tablet,Referral,34.04,1,Yes
8661,2787,2026-05-27,Desktop,Email,43.07,15,No
8662,3655,2026-10-24,Desktop,Email,35.24,9,No
8663,2552,2024-11-01,Tablet,Direct,19.78,8,No
8664,3462,2026-06-09,Tablet,Google Ads,30.57,9,No
8665,4384,2024-04-28,Desktop,Organic,13.47,10,No
8666,4358,2023-03-24,Mobile,Facebook,36.59,1,No
8667,847,2023-07-19,Desktop,Referral,17.02,8,No
8668,3526,2023-06-04,Tablet,Google Ads,12.54,11,Yes
8669,113,2025-02-15,Tablet,Direct,38.23,5,No
8670,2284,2025-04-30,Mobile,Instagram,39.67,8,No
8671,1546,2024-06-03,Mobile,Email,25.14,7,Yes
8672,2233,2023-01-12,Desktop,Direct,18.13,10,No
8673,1952,2024-07-09,Desktop,Email,19.37,5,No
8674,3939,2026-01-08,Tablet,Organic,16.04,1,Yes
8675,4380,2025-12-03,Mobile,Referral,9.7,2,No
8676,314,2023-07-21,Mobile,Direct,11.0,10,Yes
8677,902,2025-12-16,Mobile,Email,42.04,8,No
8678,560,2024-10-30,Desktop,Referral,43.17,15,No
8679,2414,2024-09-07,Tablet,Email,16.48,10,No
8680,3747,2023-08-09,Mobile,Direct,31.32,3,No
8681,4717,2025-10-21,Tablet,Facebook,34.39,15,No
8682,2852,2025-07-10,Desktop,Referral,38.25,8,Yes
8683,2314,2025-08-20,Tablet,Facebook,3.09,11,Yes
8684,3120,2023-06-07,Desktop,Google Ads,26.71,15,No
8685,1759,2023-04-29,Desktop,Referral,12.87,9,No
8686,4059,2026-07-16,Tablet,Direct,41.76,1,No
8687,1724,2024-07-23,Mobile,Email,7.76,8,Yes
8688,3732,2025-12-13,Desktop,Email,9.81,7,No
8689,4776,2023-12-29,Mobile,Facebook,37.68,12,No
8690,2262,2026-10-07,Mobile,Instagram,32.45,11,No
8691,3749,2024-09-06,Desktop,Email,21.56,7,No
8692,23,2024-08-08,Tablet,Instagram,25.37,10,No
8693,468,2024-05-25,Desktop,Direct,21.09,11,No
8694,2907,2025-09-11,Desktop,Instagram,23.4,5,No
8695,97,2024-01-01,Mobile,Email,25.05,1,Yes
8696,3261,2023-11-04,Desktop,Facebook,30.38,5,No
8697,3579,2024-03-08,Mobile,Organic,12.36,5,No
8698,1146,2023-05-21,Mobile,Referral,12.94,12,No
8699,282,2024-10-20,Mobile,Facebook,38.14,1,No
8700,82,2024-08-28,Tablet,Email,43.98,3,No
8701,4822,2025-10-05,Tablet,Email,15.23,3,No
8702,3548,2023-05-23,Desktop,Google Ads,39.25,2,No
8703,4828,2023-12-15,Mobile,Email,9.86,12,No
8704,4952,2026-07-27,Mobile,Organic,33.42,11,No
8705,3875,2026-02-02,Desktop,Email,22.12,10,No
8706,1781,2023-05-01,Desktop,Facebook,34.33,3,No
8707,3807,2023-08-09,Mobile,Google Ads,35.86,4,No
8708,4878,2023-06-24,Mobile,Direct,2.39,12,No
8709,1397,2024-07-15,Tablet,Facebook,25.78,1,No
8710,333,2023-06-25,Desktop,Direct,30.23,13,No
8711,2197,2026-06-23,Tablet,Facebook,15.39,12,No
8712,4078,2024-04-23,Tablet,Google Ads,36.83,2,No
8713,783,2024-12-05,Tablet,Organic,25.94,8,No
8714,3961,2024-06-04,Mobile,Facebook,11.91,8,No
8715,525,2024-08-14,Mobile,Google Ads,42.36,14,Yes
8716,1673,2024-06-04,Tablet,Instagram,4.1,7,No
8717,1462,2024-12-06,Desktop,Referral,1.51,8,No
8718,1490,2023-10-26,Tablet,Google Ads,10.12,3,No
8719,3852,2025-08-03,Tablet,Direct,8.81,2,No
8720,475,2025-08-08,Tablet,Instagram,41.63,5,No
8721,2644,2025-03-10,Tablet,Email,23.37,1,No
8722,3269,2023-05-03,Mobile,Email,43.55,1,No
8723,2004,2026-03-23,Tablet,Referral,44.56,4,No
8724,2941,2023-01-09,Desktop,Facebook,40.22,13,No
8725,4348,2025-11-21,Mobile,Instagram,28.85,1,No
8726,2703,2024-08-23,Tablet,Facebook,22.44,5,No
8727,2418,2024-04-12,Mobile,Google Ads,34.56,15,Yes
8728,4107,2026-11-09,Desktop,Organic,23.16,6,No
8729,3389,2026-08-02,Desktop,Email,18.06,2,No
8730,996,2023-02-16,Tablet,Organic,21.52,3,No
8731,1981,2023-03-20,Tablet,Direct,30.94,1,Yes
8732,4279,2024-02-12,Tablet,Google Ads,12.47,15,No
8733,2984,2023-04-23,Desktop,Google Ads,23.62,5,No
8734,2132,2023-05-31,Tablet,Direct,11.14,15,No
8735,2094,2026-01-15,Desktop,Instagram,30.69,14,No
8736,379,2024-04-11,Desktop,Instagram,4.05,2,No
8737,854,2023-03-28,Desktop,Referral,29.16,10,No
8738,1117,2026-09-24,Tablet,Organic,1.19,10,No
8739,1738,2023-09-26,Mobile,Direct,22.21,9,Yes
8740,3046,2024-02-03,Desktop,Direct,14.29,15,No
8741,3918,2023-03-06,Tablet,Google Ads,25.07,10,Yes
8742,63,2023-10-20,Tablet,Direct,23.59,13,No
8743,1459,2023-04-03,Mobile,Facebook,39.49,1,Yes
8744,2088,2026-07-01,Mobile,Google Ads,0.51,6,No
8745,4382,2024-05-01,Desktop,Organic,4.51,1,No
8746,1011,2023-11-07,Tablet,Referral,40.48,12,No
8747,1904,2023-10-05,Mobile,Instagram,41.8,9,No
8748,3102,2026-11-26,Tablet,Email,22.19,8,Yes
8749,3129,2023-07-21,Mobile,Facebook,34.37,4,No
8750,4167,2024-12-18,Desktop,Facebook,21.13,4,No
8751,2642,2026-06-04,Desktop,Facebook,36.41,9,No
8752,4077,2025-08-06,Mobile,Organic,12.82,7,No
8753,336,2026-05-15,Desktop,Instagram,8.07,4,No
8754,1320,2023-03-30,Tablet,Email,25.89,5,No
8755,4207,2023-12-14,Mobile,Instagram,2.0,4,Yes
8756,563,2023-05-27,Mobile,Email,39.96,15,No
8757,3988,2026-11-19,Mobile,Email,16.9,2,No
8758,4460,2023-11-20,Desktop,Organic,3.03,9,No
8759,2804,2026-09-18,Desktop,Email,34.16,8,No
8760,4388,2023-04-26,Desktop,Email,15.93,10,No
8761,108,2025-01-23,Mobile,Referral,43.73,2,Yes
8762,3980,2024-11-20,Mobile,Facebook,38.29,2,No
8763,3848,2025-01-27,Tablet,Instagram,17.13,10,No
8764,1967,2026-04-26,Mobile,Facebook,17.0,10,No
8765,4349,2023-01-15,Mobile,Google Ads,18.33,8,No
8766,3132,2023-09-07,Mobile,Google Ads,34.75,13,No
8767,2632,2026-01-10,Tablet,Direct,13.8,1,No
8768,371,2026-10-08,Mobile,Organic,37.65,12,No
8769,3652,2025-07-15,Tablet,Instagram,40.22,5,No
8770,3644,2025-08-26,Tablet,Facebook,30.75,10,No
8771,1827,2025-03-08,Tablet,Instagram,40.7,12,No
8772,2320,2026-09-26,Tablet,Referral,18.35,2,No
8773,407,2025-05-31,Desktop,Google Ads,15.94,13,No
8774,1276,2024-01-09,Mobile,Instagram,15.89,3,No
8775,789,2023-06-21,Mobile,Direct,8.04,2,No
8776,4133,2026-03-20,Tablet,Referral,5.05,5,No
8777,1480,2024-01-09,Tablet,Google Ads,20.63,1,No
8778,1056,2024-04-03,Mobile,Organic,25.89,5,Yes
8779,1946,2025-10-06,Desktop,Facebook,36.21,14,Yes
8780,3940,2023-11-12,Tablet,Direct,25.58,6,No
8781,3965,2023-10-03,Tablet,Direct,32.46,4,Yes
8782,575,2023-08-30,Mobile,Google Ads,7.67,10,No
8783,3025,2025-04-27,Desktop,Instagram,13.17,12,No
8784,2448,2023-08-28,Mobile,Email,8.72,14,No
8785,4729,2026-01-29,Tablet,Instagram,27.77,4,No
8786,3224,2026-08-07,Tablet,Direct,9.02,4,No
8787,1810,2025-07-18,Desktop,Referral,24.12,14,No
8788,1063,2024-08-09,Mobile,Facebook,14.06,5,Yes
8789,4008,2026-03-04,Tablet,Direct,8.72,7,No
8790,463,2025-01-14,Desktop,Facebook,0.57,3,No
8791,173,2025-04-24,Tablet,Google Ads,29.78,2,Yes
8792,4982,2026-12-17,Mobile,Google Ads,38.75,12,No
8793,2810,2023-08-12,Tablet,Direct,1.29,10,No
8794,2187,2025-10-11,Mobile,Organic,27.92,1,No
8795,371,2023-06-23,Mobile,Referral,43.19,9,Yes
8796,217,2026-06-20,Tablet,Google Ads,10.8,9,No
8797,76,2025-12-03,Desktop,Organic,33.45,4,No
8798,348,2024-09-27,Tablet,Email,22.86,3,No
8799,3775,2024-12-07,Desktop,Facebook,21.23,10,Yes
8800,3490,2026-07-02,Mobile,Organic,11.01,3,Yes
8801,1841,2024-04-03,Tablet,Referral,9.65,15,No
8802,3260,2026-09-27,Tablet,Facebook,23.32,8,No
8803,1224,2025-02-02,Mobile,Instagram,34.06,7,Yes
8804,2407,2026-10-30,Mobile,Organic,16.95,14,No
8805,169,2026-07-17,Desktop,Referral,31.39,6,No
8806,3292,2025-03-17,Tablet,Facebook,39.3,11,Yes
8807,877,2023-05-14,Mobile,Organic,35.76,9,No
8808,3916,2023-12-06,Mobile,Organic,15.65,12,No
8809,4217,2026-10-17,Desktop,Direct,0.56,12,No
8810,1493,2025-07-25,Tablet,Organic,6.83,12,No
8811,128,2023-12-20,Desktop,Facebook,5.92,3,No
8812,3200,2026-02-26,Mobile,Facebook,8.86,7,No
8813,3192,2025-12-31,Tablet,Direct,27.72,15,No
8814,3091,2025-05-11,Tablet,Google Ads,29.68,13,Yes
8815,2611,2024-03-17,Tablet,Facebook,6.27,1,Yes
8816,587,2024-05-21,Tablet,Instagram,5.0,6,No
8817,1022,2023-05-07,Desktop,Facebook,39.52,2,No
8818,973,2023-06-10,Desktop,Direct,27.68,11,No
8819,4000,2025-12-12,Desktop,Referral,13.72,5,No
8820,4715,2023-06-10,Mobile,Organic,25.98,10,No
8821,3116,2024-02-14,Desktop,Instagram,36.69,5,No
8822,27,2026-03-24,Mobile,Organic,21.79,13,No
8823,3350,2024-10-08,Desktop,Google Ads,22.23,5,No
8824,3068,2024-11-07,Tablet,Facebook,1.74,3,No
8825,985,2024-10-06,Desktop,Instagram,9.62,12,No
8826,1286,2025-03-12,Mobile,Google Ads,43.09,8,No
8827,2604,2023-05-12,Mobile,Instagram,31.33,6,Yes
8828,4087,2023-05-20,Tablet,Referral,37.06,7,No
8829,1861,2023-12-28,Tablet,Google Ads,12.94,14,No
8830,2651,2024-12-03,Mobile,Email,36.23,9,No
8831,1598,2026-05-22,Mobile,Direct,43.79,7,No
8832,3644,2025-03-20,Tablet,Email,18.47,4,No
8833,4682,2026-03-31,Mobile,Email,16.67,11,No
8834,1440,2026-11-16,Desktop,Organic,38.08,7,No
8835,3538,2026-11-16,Tablet,Direct,16.22,8,No
8836,1026,2023-06-28,Tablet,Instagram,7.57,4,Yes
8837,2108,2025-01-21,Desktop,Email,36.65,8,Yes
8838,4807,2024-10-13,Tablet,Email,1.47,14,Yes
8839,388,2023-03-07,Tablet,Google Ads,25.35,2,Yes
8840,3829,2024-04-18,Tablet,Facebook,20.14,10,No
8841,3572,2024-11-26,Mobile,Google Ads,8.29,12,No
8842,3079,2023-09-04,Mobile,Email,14.63,10,No
8843,1328,2026-03-10,Tablet,Referral,19.34,4,No
8844,4385,2023-08-17,Tablet,Google Ads,38.57,15,No
8845,2674,2024-06-25,Tablet,Direct,7.2,2,No
8846,1284,2026-12-20,Tablet,Email,35.93,9,Yes
8847,109,2026-06-26,Mobile,Google Ads,9.29,13,No
8848,4787,2026-09-19,Tablet,Facebook,22.81,13,No
8849,2221,2023-03-04,Desktop,Email,32.3,2,No
8850,978,2026-10-09,Desktop,Facebook,28.76,4,No
8851,2560,2023-05-03,Tablet,Instagram,40.19,6,No
8852,4089,2024-05-19,Desktop,Google Ads,24.37,13,No
8853,943,2024-05-16,Mobile,Direct,14.23,10,Yes
8854,831,2024-07-03,Desktop,Referral,28.59,1,No
8855,4216,2026-02-12,Desktop,Referral,25.62,2,No
8856,63,2024-07-20,Desktop,Organic,19.51,2,No
8857,4272,2024-05-06,Desktop,Referral,18.06,13,No
8858,4056,2023-06-09,Desktop,Facebook,22.02,10,No
8859,4400,2023-04-17,Tablet,Direct,33.57,11,Yes
8860,1305,2026-03-04,Desktop,Instagram,34.97,6,No
8861,144,2023-08-08,Desktop,Google Ads,24.21,13,No
8862,2567,2026-08-03,Mobile,Google Ads,2.99,5,No
8863,329,2024-12-26,Desktop,Google Ads,16.4,2,No
8864,3586,2025-06-03,Tablet,Direct,1.77,14,Yes
8865,1432,2025-08-30,Desktop,Email,44.33,4,No
8866,4242,2026-04-26,Desktop,Referral,7.93,15,No
8867,2303,2023-12-20,Tablet,Organic,24.92,6,Yes
8868,4235,2023-09-26,Desktop,Referral,6.66,6,No
8869,3902,2024-04-01,Tablet,Referral,9.66,1,No
8870,4809,2026-08-24,Mobile,Organic,8.46,12,Yes
8871,3648,2023-07-13,Tablet,Direct,8.99,1,No
8872,3768,2023-11-08,Mobile,Facebook,42.04,3,Yes
8873,4812,2023-04-22,Tablet,Referral,9.25,3,No
8874,2474,2026-12-15,Desktop,Referral,26.91,13,No
8875,85,2023-06-02,Tablet,Email,6.36,6,No
8876,437,2024-04-09,Mobile,Email,29.92,7,No
8877,456,2024-04-07,Desktop,Direct,34.26,5,No
8878,4242,2025-11-15,Desktop,Instagram,42.75,5,No
8879,793,2025-12-25,Tablet,Facebook,1.12,7,No
8880,3918,2024-04-21,Desktop,Instagram,4.78,11,Yes
8881,4504,2023-07-21,Mobile,Direct,30.29,1,No
8882,3005,2025-06-02,Mobile,Organic,2.71,4,Yes
8883,4628,2025-06-19,Tablet,Organic,26.09,14,No
8884,1039,2024-12-20,Mobile,Direct,44.73,15,Yes
8885,4122,2023-04-02,Desktop,Referral,27.71,3,No
8886,2333,2024-03-20,Mobile,Email,33.96,10,No
8887,1624,2025-07-08,Desktop,Organic,8.11,2,No
8888,720,2026-01-26,Mobile,Email,10.65,7,Yes
8889,628,2025-02-20,Tablet,Instagram,28.03,15,No
8890,1729,2024-01-24,Tablet,Google Ads,13.81,2,No
8891,3580,2024-03-21,Desktop,Referral,24.06,3,No
8892,3202,2026-07-11,Tablet,Referral,41.29,15,No
8893,4673,2026-03-28,Desktop,Email,9.61,1,No
8894,3255,2023-04-03,Desktop,Google Ads,2.97,11,Yes
8895,1969,2023-06-17,Tablet,Email,32.46,6,No
8896,299,2023-11-24,Tablet,Instagram,25.39,14,No
8897,2761,2026-05-03,Tablet,Instagram,17.98,14,No
8898,2938,2023-09-16,Tablet,Facebook,25.96,7,No
8899,4995,2026-01-12,Desktop,Referral,4.18,12,Yes
8900,3565,2025-08-07,Mobile,Instagram,20.81,12,No
8901,3600,2025-07-13,Mobile,Email,2.76,2,No
8902,671,2025-09-03,Mobile,Organic,7.29,9,No
8903,2703,2026-01-13,Mobile,Email,12.44,2,No
8904,2732,2025-06-01,Tablet,Instagram,6.25,3,No
8905,2801,2024-11-12,Mobile,Instagram,4.93,13,No
8906,1678,2025-07-13,Mobile,Google Ads,10.99,4,Yes
8907,217,2024-06-25,Tablet,Email,36.8,9,No
8908,2089,2026-05-17,Mobile,Email,5.45,8,No
8909,1319,2023-12-08,Tablet,Email,22.08,1,No
8910,2952,2025-11-14,Mobile,Google Ads,23.3,3,No
8911,1798,2026-06-14,Desktop,Organic,5.05,4,No
8912,4629,2024-01-21,Mobile,Organic,18.29,11,No
8913,1574,2024-11-05,Tablet,Email,3.3,11,No
8914,1808,2024-09-06,Desktop,Facebook,16.07,7,No
8915,3022,2023-11-01,Mobile,Referral,43.54,1,No
8916,1464,2026-11-25,Tablet,Referral,39.78,1,No
8917,2252,2024-04-22,Tablet,Google Ads,3.69,5,No
8918,2298,2023-05-29,Tablet,Google Ads,41.83,13,No
8919,395,2023-06-17,Mobile,Instagram,10.67,7,Yes
8920,1552,2026-11-24,Tablet,Direct,42.71,13,No
8921,95,2026-02-08,Tablet,Organic,12.04,8,No
8922,3544,2026-07-02,Mobile,Organic,13.74,12,No
8923,3995,2026-03-28,Mobile,Organic,21.54,9,No
8924,2804,2026-07-08,Desktop,Email,7.85,4,No
8925,4273,2024-03-16,Desktop,Direct,32.42,2,No
8926,2266,2026-07-17,Desktop,Google Ads,22.54,15,Yes
8927,4195,2024-04-24,Tablet,Direct,31.3,10,No
8928,1797,2023-07-25,Desktop,Instagram,42.4,13,Yes
8929,3152,2025-07-15,Desktop,Organic,2.22,11,No
8930,3423,2024-06-29,Tablet,Instagram,7.88,13,No
8931,3519,2023-01-17,Desktop,Facebook,27.16,11,No
8932,1779,2026-06-28,Mobile,Google Ads,24.64,2,No
8933,2462,2025-12-01,Desktop,Referral,12.49,11,No
8934,2130,2026-10-25,Desktop,Google Ads,38.74,11,No
8935,2162,2024-01-03,Desktop,Instagram,28.71,2,No
8936,1223,2026-08-04,Mobile,Direct,30.25,8,No
8937,1075,2026-08-15,Tablet,Direct,10.79,13,No
8938,3968,2025-04-07,Desktop,Referral,15.86,9,No
8939,4305,2025-05-31,Mobile,Email,19.58,12,No
8940,4768,2024-01-03,Tablet,Referral,36.24,12,No
8941,3933,2023-07-30,Desktop,Facebook,37.23,3,No
8942,3573,2025-03-10,Desktop,Organic,11.34,8,No
8943,4516,2023-11-05,Desktop,Referral,8.01,9,No
8944,762,2025-03-26,Mobile,Direct,10.49,9,No
8945,2931,2023-03-22,Desktop,Facebook,9.59,5,No
8946,17,2024-10-23,Desktop,Facebook,34.87,14,No
8947,4863,2023-10-03,Tablet,Organic,44.76,2,No
8948,1537,2026-02-12,Desktop,Referral,27.22,11,No
8949,100,2024-03-13,Tablet,Organic,2.25,11,No
8950,4057,2025-04-05,Tablet,Instagram,12.58,13,No
8951,3173,2026-05-13,Tablet,Google Ads,2.3,8,No
8952,2553,2025-11-21,Tablet,Google Ads,27.36,5,No
8953,3137,2026-05-10,Desktop,Direct,43.73,14,No
8954,3516,2025-01-29,Mobile,Google Ads,37.4,10,Yes
8955,2577,2025-01-23,Desktop,Direct,38.33,2,No
8956,2073,2026-06-21,Mobile,Organic,16.66,5,No
8957,2753,2026-10-07,Desktop,Instagram,30.16,14,No
8958,3774,2023-08-09,Mobile,Direct,23.54,9,No
8959,3450,2026-05-01,Mobile,Facebook,2.28,2,Yes
8960,1361,2024-08-12,Mobile,Facebook,16.69,15,No
8961,2613,2026-04-08,Mobile,Referral,43.72,3,No
8962,3708,2026-02-12,Desktop,Google Ads,11.11,14,No
8963,643,2025-09-10,Mobile,Facebook,4.29,12,No
8964,4540,2023-08-01,Mobile,Direct,35.84,8,No
8965,2000,2024-07-08,Tablet,Facebook,9.91,7,No
8966,1604,2023-03-05,Tablet,Organic,25.68,7,No
8967,4967,2026-03-05,Tablet,Direct,14.7,12,No
8968,4306,2026-07-13,Desktop,Referral,5.34,10,No
8969,3385,2024-05-05,Tablet,Organic,40.68,10,Yes
8970,4848,2025-10-29,Tablet,Instagram,1.92,5,No
8971,3018,2024-03-04,Mobile,Referral,16.72,9,Yes
8972,4325,2024-10-16,Desktop,Instagram,7.66,3,No
8973,3652,2023-12-18,Mobile,Referral,34.66,1,No
8974,2388,2023-03-06,Desktop,Email,3.98,3,Yes
8975,1012,2023-04-23,Mobile,Google Ads,28.05,1,No
8976,4332,2026-04-24,Tablet,Referral,9.99,3,No
8977,122,2024-12-17,Mobile,Organic,34.26,9,No
8978,3813,2026-10-30,Desktop,Referral,17.28,4,No
8979,3055,2024-03-03,Mobile,Referral,43.94,7,No
8980,4460,2025-01-12,Mobile,Facebook,23.74,11,No
8981,2908,2025-05-14,Tablet,Google Ads,13.1,3,No
8982,2437,2024-04-05,Mobile,Email,7.82,1,Yes
8983,4347,2026-12-11,Tablet,Facebook,44.01,5,No
8984,2324,2024-03-22,Mobile,Instagram,14.32,9,No
8985,4511,2026-09-08,Mobile,Facebook,5.98,5,No
8986,4314,2025-12-24,Mobile,Google Ads,29.22,15,No
8987,4211,2026-06-10,Mobile,Referral,14.45,3,No
8988,1627,2024-07-14,Tablet,Facebook,13.79,14,No
8989,856,2025-04-10,Tablet,Email,43.39,5,No
8990,4901,2024-05-26,Desktop,Email,20.38,12,No
8991,3570,2024-03-05,Tablet,Organic,31.97,4,No
8992,595,2024-11-26,Desktop,Facebook,24.95,7,No
8993,3843,2025-09-03,Mobile,Instagram,34.19,12,Yes
8994,1881,2024-08-23,Desktop,Email,38.91,5,No
8995,2099,2026-12-21,Tablet,Google Ads,4.52,7,Yes
8996,2446,2026-04-10,Desktop,Google Ads,13.04,8,No
8997,2569,2025-02-04,Desktop,Facebook,19.92,10,No
8998,4698,2024-04-17,Tablet,Organic,21.01,1,No
8999,2643,2025-09-08,Mobile,Instagram,18.58,8,No
9000,672,2026-12-16,Desktop,Direct,12.07,3,No
9001,1713,2024-08-01,Tablet,Email,22.4,4,No
9002,2327,2023-08-24,Tablet,Google Ads,7.13,5,No
9003,3373,2023-11-04,Desktop,Facebook,44.82,3,No
9004,4954,2026-04-30,Desktop,Direct,26.77,10,No
9005,300,2026-02-27,Desktop,Google Ads,19.55,3,Yes
9006,4472,2026-11-19,Desktop,Facebook,31.59,8,No
9007,4474,2026-09-25,Desktop,Direct,32.38,9,No
9008,2694,2023-01-10,Mobile,Instagram,11.93,1,No
